Pavarde            Vardas       Galutinis
Urbonas            4883Vardenis9.04
Ramanauskas        4884Vardenis6.36
Pranevicius        4885Vardenis7.72
Jankauskas         4886Vardenis5.32
Kazlauskas         4887Vardenis7.64
Butkus             4888Vardenis5.64
Jankauskas         4890Vardenis5.32
Jankauskas         4891Vardenis5.84
Vasiliauskas       4893Vardenis5.28
Vasiliauskas       4895Vardenis8.08
Pranevicius        4896Vardenis8.40
Navickas           4899Vardenis8.32
Vasiliauskas       4900Vardenis5.08
Kazlauskas         4901Vardenis8.04
Kavaliauskas       4904Vardenis6.56
Butkus             4905Vardenis7.56
Petrauskas         4906Vardenis6.76
Kavaliauskas       4914Vardenis6.40
Vasiliauskas       4915Vardenis7.84
Navickas           4921Vardenis6.96
Butkus             4922Vardenis8.08
Petrauskas         4924Vardenis6.56
Vasiliauskas       4925Vardenis7.56
Petrauskas         4926Vardenis8.96
Petrauskas         4929Vardenis5.44
Navickas           4932Vardenis8.00
Vasiliauskas       4934Vardenis6.80
Petrauskas         4935Vardenis6.84
Jankauskas         4936Vardenis7.28
Pranevicius        4940Vardenis5.68
Petrauskas         4942Vardenis6.16
Kavaliauskas       4944Vardenis5.24
Navickas           4945Vardenis6.36
Kazlauskas         4947Vardenis6.52
Kavaliauskas       4949Vardenis7.88
Urbonas            4950Vardenis6.24
Jankauskas         4951Vardenis6.76
Vasiliauskas       4952Vardenis8.04
Urbonas            4953Vardenis6.08
Jankauskas         4954Vardenis8.56
Butkus             4956Vardenis9.04
Kavaliauskas       4958Vardenis5.72
Urbonas            4960Vardenis6.36
Ramanauskas        4961Vardenis6.56
Vasiliauskas       4964Vardenis8.20
Vasiliauskas       4968Vardenis5.48
Vasiliauskas       4974Vardenis7.32
Pranevicius        4975Vardenis5.48
Kavaliauskas       4979Vardenis5.92
Navickas           4980Vardenis5.12
Butkus             4982Vardenis5.60
Vasiliauskas       4984Vardenis6.72
Urbonas            4986Vardenis5.08
Jankauskas         4988Vardenis6.80
Kavaliauskas       4989Vardenis6.92
Kazlauskas         4992Vardenis8.48
Navickas           4994Vardenis5.84
Petrauskas         4997Vardenis6.92
Urbonas            4998Vardenis6.92
Pranevicius        4999Vardenis6.32
Jankauskas         5001Vardenis5.08
Urbonas            5002Vardenis7.52
Kavaliauskas       5003Vardenis8.28
Pranevicius        5006Vardenis6.08
Jankauskas         5008Vardenis7.60
Urbonas            5009Vardenis8.12
Navickas           5010Vardenis6.56
Urbonas            5012Vardenis8.40
Kazlauskas         5014Vardenis8.40
Urbonas            5016Vardenis6.64
Vasiliauskas       5017Vardenis5.56
Kavaliauskas       5018Vardenis5.08
Vasiliauskas       5019Vardenis7.96
Urbonas            5020Vardenis8.08
Jankauskas         5021Vardenis7.48
Pranevicius        5026Vardenis5.28
Kavaliauskas       5027Vardenis8.12
Navickas           5028Vardenis6.96
Pranevicius        5030Vardenis6.96
Ramanauskas        5031Vardenis5.60
Navickas           5032Vardenis6.48
Vasiliauskas       5033Vardenis5.64
Navickas           5035Vardenis6.56
Urbonas            5036Vardenis5.68
Kazlauskas         5037Vardenis5.40
Butkus             5039Vardenis6.12
Kazlauskas         5042Vardenis7.76
Kazlauskas         5043Vardenis6.48
Pranevicius        5047Vardenis7.76
Vasiliauskas       5048Vardenis5.36
Kazlauskas         5049Vardenis7.48
Jankauskas         5050Vardenis5.52
Kavaliauskas       5051Vardenis7.64
Pranevicius        5052Vardenis6.76
Ramanauskas        5056Vardenis7.16
Butkus             5057Vardenis5.60
Ramanauskas        5059Vardenis6.72
Urbonas            5060Vardenis7.68
Jankauskas         5061Vardenis7.72
Urbonas            5062Vardenis5.76
Ramanauskas        5065Vardenis5.20
Kavaliauskas       5066Vardenis5.48
Petrauskas         5071Vardenis8.40
Navickas           5073Vardenis7.80
Ramanauskas        5081Vardenis6.32
Ramanauskas        5082Vardenis5.20
Pranevicius        5083Vardenis7.88
Kazlauskas         5084Vardenis7.56
Vasiliauskas       5085Vardenis7.72
Navickas           5087Vardenis5.08
Kazlauskas         5088Vardenis6.20
Pranevicius        5090Vardenis6.24
Vasiliauskas       5092Vardenis7.56
Pranevicius        5093Vardenis5.36
Urbonas            5094Vardenis8.52
Kazlauskas         5098Vardenis7.56
Jankauskas         5099Vardenis6.88
Ramanauskas        5102Vardenis7.04
Jankauskas         5103Vardenis7.08
Navickas           5104Vardenis7.64
Kavaliauskas       5105Vardenis6.52
Petrauskas         5107Vardenis5.00
Kavaliauskas       5108Vardenis6.76
Jankauskas         5109Vardenis7.16
Butkus             5113Vardenis6.80
Urbonas            5114Vardenis6.16
Kavaliauskas       5117Vardenis6.76
Butkus             5118Vardenis5.08
Navickas           5119Vardenis7.68
Ramanauskas        5120Vardenis8.32
Urbonas            5121Vardenis6.68
Urbonas            5122Vardenis7.88
Kavaliauskas       5125Vardenis5.48
Petrauskas         5126Vardenis7.44
Petrauskas         5127Vardenis6.76
Vasiliauskas       5130Vardenis5.24
Ramanauskas        5136Vardenis5.16
Urbonas            5137Vardenis6.56
Ramanauskas        5139Vardenis7.00
Butkus             5140Vardenis6.68
Petrauskas         5141Vardenis6.08
Pranevicius        5146Vardenis6.96
Jankauskas         5148Vardenis8.56
Petrauskas         5149Vardenis6.12
Ramanauskas        5151Vardenis7.68
Kazlauskas         5153Vardenis6.48
Pranevicius        5154Vardenis8.08
Vasiliauskas       5155Vardenis7.12
Navickas           5156Vardenis6.12
Petrauskas         5158Vardenis6.60
Jankauskas         5160Vardenis5.56
Petrauskas         5163Vardenis6.56
Petrauskas         5164Vardenis7.16
Butkus             5165Vardenis8.04
Kavaliauskas       5166Vardenis7.72
Ramanauskas        5167Vardenis7.40
Butkus             5168Vardenis7.08
Ramanauskas        5169Vardenis7.04
Vasiliauskas       5170Vardenis8.88
Urbonas            5172Vardenis5.28
Kavaliauskas       5174Vardenis8.00
Butkus             5176Vardenis6.08
Kavaliauskas       5177Vardenis6.80
Ramanauskas        5178Vardenis6.60
Pranevicius        5181Vardenis5.72
Kazlauskas         5186Vardenis5.76
Ramanauskas        5187Vardenis5.96
Jankauskas         5188Vardenis6.80
Vasiliauskas       5192Vardenis6.20
Petrauskas         5193Vardenis6.80
Navickas           5194Vardenis5.52
Jankauskas         5195Vardenis6.12
Petrauskas         5196Vardenis8.32
Pranevicius        5198Vardenis6.16
Vasiliauskas       5199Vardenis7.52
Petrauskas         5200Vardenis6.56
Vasiliauskas       5206Vardenis7.64
Pranevicius        5207Vardenis6.28
Ramanauskas        5208Vardenis7.16
Kavaliauskas       5209Vardenis7.24
Butkus             5211Vardenis6.52
Urbonas            5212Vardenis7.00
Butkus             5213Vardenis5.08
Butkus             5217Vardenis6.08
Vasiliauskas       5218Vardenis7.84
Urbonas            5219Vardenis5.48
Navickas           5220Vardenis5.68
Urbonas            5221Vardenis7.12
Jankauskas         5222Vardenis7.48
Ramanauskas        5223Vardenis7.60
Petrauskas         5224Vardenis6.20
Butkus             5225Vardenis6.44
Ramanauskas        5227Vardenis6.32
Kavaliauskas       5230Vardenis8.40
Petrauskas         5231Vardenis5.92
Kazlauskas         5234Vardenis7.72
Kavaliauskas       5235Vardenis5.68
Butkus             5236Vardenis7.80
Butkus             5237Vardenis7.04
Vasiliauskas       5239Vardenis7.44
Vasiliauskas       5242Vardenis5.24
Navickas           5244Vardenis5.48
Urbonas            5245Vardenis5.24
Pranevicius        5246Vardenis6.96
Navickas           5247Vardenis6.08
Petrauskas         5248Vardenis6.56
Urbonas            5249Vardenis5.64
Urbonas            5251Vardenis7.32
Jankauskas         5255Vardenis5.84
Ramanauskas        5257Vardenis8.12
Jankauskas         5260Vardenis6.56
Pranevicius        5263Vardenis6.40
Urbonas            5265Vardenis7.68
Vasiliauskas       5266Vardenis6.32
Butkus             5267Vardenis9.04
Urbonas            5269Vardenis8.36
Jankauskas         5270Vardenis8.40
Vasiliauskas       5271Vardenis6.60
Jankauskas         5273Vardenis5.80
Pranevicius        5276Vardenis6.52
Kazlauskas         5279Vardenis6.92
Petrauskas         5280Vardenis7.00
Jankauskas         5281Vardenis8.08
Ramanauskas        5282Vardenis9.20
Vasiliauskas       5286Vardenis8.48
Kazlauskas         5287Vardenis5.28
Jankauskas         5288Vardenis6.96
Pranevicius        5291Vardenis6.08
Vasiliauskas       5292Vardenis5.96
Butkus             5294Vardenis6.16
Butkus             5296Vardenis7.40
Urbonas            5298Vardenis8.56
Ramanauskas        5299Vardenis7.36
Navickas           5300Vardenis5.96
Butkus             5301Vardenis8.16
Pranevicius        5302Vardenis6.96
Kazlauskas         5303Vardenis5.92
Pranevicius        5304Vardenis5.36
Pranevicius        5307Vardenis7.68
Urbonas            5308Vardenis6.44
Urbonas            5309Vardenis7.04
Ramanauskas        5310Vardenis8.48
Jankauskas         5312Vardenis8.16
Jankauskas         5313Vardenis8.48
Jankauskas         5318Vardenis6.92
Ramanauskas        5319Vardenis8.72
Kavaliauskas       5320Vardenis7.68
Petrauskas         5321Vardenis5.32
Kazlauskas         5323Vardenis5.68
Kavaliauskas       5324Vardenis6.08
Jankauskas         5326Vardenis6.16
Ramanauskas        5327Vardenis5.84
Kazlauskas         5328Vardenis5.68
Ramanauskas        5329Vardenis9.12
Kazlauskas         5330Vardenis7.00
Urbonas            5331Vardenis7.12
Kazlauskas         5332Vardenis5.24
Kazlauskas         5334Vardenis7.00
Kavaliauskas       5335Vardenis8.88
Petrauskas         5337Vardenis7.72
Pranevicius        5341Vardenis7.56
Petrauskas         5342Vardenis5.40
Kavaliauskas       5343Vardenis5.48
Vasiliauskas       5345Vardenis6.80
Urbonas            5346Vardenis7.76
Petrauskas         5347Vardenis6.84
Butkus             5349Vardenis7.32
Pranevicius        5350Vardenis6.04
Vasiliauskas       5352Vardenis5.04
Navickas           5353Vardenis7.08
Urbonas            5354Vardenis8.48
Kavaliauskas       5359Vardenis8.28
Ramanauskas        5360Vardenis5.40
Urbonas            5361Vardenis8.16
Kazlauskas         5362Vardenis6.56
Petrauskas         5363Vardenis7.04
Navickas           5367Vardenis5.64
Kazlauskas         5374Vardenis8.08
Kazlauskas         5377Vardenis6.48
Navickas           5378Vardenis7.40
Ramanauskas        5379Vardenis6.72
Kazlauskas         5380Vardenis8.60
Jankauskas         5381Vardenis6.88
Jankauskas         5384Vardenis5.32
Ramanauskas        5387Vardenis6.04
Jankauskas         5390Vardenis7.00
Urbonas            5393Vardenis7.16
Kazlauskas         5395Vardenis7.08
Butkus             5396Vardenis5.60
Ramanauskas        5397Vardenis6.96
Vasiliauskas       5401Vardenis6.84
Kavaliauskas       5402Vardenis8.56
Kavaliauskas       5405Vardenis7.16
Vasiliauskas       5406Vardenis8.00
Jankauskas         5408Vardenis5.20
Vasiliauskas       5409Vardenis7.20
Butkus             5411Vardenis6.32
Urbonas            5413Vardenis8.04
Navickas           5414Vardenis8.40
Ramanauskas        5417Vardenis7.00
Petrauskas         5418Vardenis8.40
Pranevicius        5419Vardenis5.72
Urbonas            5420Vardenis6.72
Jankauskas         5423Vardenis7.00
Urbonas            5427Vardenis8.08
Pranevicius        5429Vardenis5.56
Ramanauskas        5430Vardenis6.96
Butkus             5431Vardenis6.80
Kavaliauskas       5432Vardenis5.96
Navickas           5434Vardenis8.72
Navickas           5436Vardenis8.28
Urbonas            5437Vardenis5.00
Pranevicius        5441Vardenis8.00
Pranevicius        5444Vardenis7.32
Petrauskas         5445Vardenis5.44
Vasiliauskas       5447Vardenis8.00
Kavaliauskas       5449Vardenis6.88
Butkus             5450Vardenis6.00
Ramanauskas        5452Vardenis6.68
Urbonas            5453Vardenis8.20
Ramanauskas        5454Vardenis7.92
Ramanauskas        5456Vardenis6.36
Vasiliauskas       5457Vardenis7.88
Urbonas            5462Vardenis6.52
Navickas           5463Vardenis8.84
Jankauskas         5464Vardenis7.72
Jankauskas         5466Vardenis6.00
Urbonas            5467Vardenis9.04
Petrauskas         5468Vardenis7.92
Pranevicius        5471Vardenis6.88
Kazlauskas         5473Vardenis6.80
Kavaliauskas       5475Vardenis5.16
Jankauskas         5478Vardenis7.84
Navickas           5480Vardenis6.52
Butkus             5481Vardenis5.08
Jankauskas         5482Vardenis6.92
Butkus             5483Vardenis6.24
Pranevicius        5484Vardenis8.80
Navickas           5486Vardenis7.56
Jankauskas         5488Vardenis8.48
Kazlauskas         5489Vardenis6.68
Butkus             5492Vardenis5.76
Urbonas            5495Vardenis5.80
Jankauskas         5496Vardenis7.28
Navickas           5497Vardenis5.12
Urbonas            5498Vardenis9.04
Kavaliauskas       5503Vardenis6.56
Vasiliauskas       5504Vardenis7.64
Kazlauskas         5505Vardenis5.36
Pranevicius        5507Vardenis7.16
Kazlauskas         5511Vardenis5.44
Pranevicius        5512Vardenis5.00
Kazlauskas         5515Vardenis5.08
Butkus             5516Vardenis5.92
Navickas           5517Vardenis5.84
Navickas           5520Vardenis5.56
Butkus             5521Vardenis6.24
Kazlauskas         5522Vardenis5.76
Navickas           5523Vardenis7.80
Kavaliauskas       5524Vardenis6.64
Urbonas            5527Vardenis7.40
Petrauskas         5531Vardenis5.64
Butkus             5532Vardenis7.16
Butkus             5533Vardenis6.88
Jankauskas         5534Vardenis5.16
Ramanauskas        5535Vardenis7.52
Butkus             5536Vardenis5.68
Kavaliauskas       5537Vardenis8.44
Ramanauskas        5538Vardenis5.48
Petrauskas         5539Vardenis7.16
Jankauskas         5543Vardenis7.88
Kavaliauskas       5544Vardenis5.44
Pranevicius        5545Vardenis6.32
Petrauskas         5547Vardenis7.80
Kazlauskas         5548Vardenis5.16
Navickas           5550Vardenis6.72
Jankauskas         5551Vardenis8.56
Urbonas            5552Vardenis7.20
Navickas           5553Vardenis7.16
Jankauskas         5554Vardenis6.96
Kazlauskas         5555Vardenis5.72
Ramanauskas        5556Vardenis8.24
Petrauskas         5557Vardenis5.52
Urbonas            5558Vardenis6.88
Petrauskas         5560Vardenis7.08
Ramanauskas        5562Vardenis5.80
Kazlauskas         5568Vardenis6.96
Vasiliauskas       5572Vardenis7.76
Urbonas            5573Vardenis8.24
Pranevicius        5574Vardenis6.68
Navickas           5577Vardenis5.40
Petrauskas         5578Vardenis6.48
Vasiliauskas       5580Vardenis8.24
Navickas           5581Vardenis5.76
Kavaliauskas       5583Vardenis7.44
Pranevicius        5585Vardenis5.76
Urbonas            5587Vardenis8.80
Kazlauskas         5589Vardenis6.96
Urbonas            5590Vardenis6.84
Kazlauskas         5591Vardenis7.72
Navickas           5592Vardenis5.80
Pranevicius        5596Vardenis6.00
Pranevicius        5597Vardenis7.64
Jankauskas         5599Vardenis6.88
Ramanauskas        5600Vardenis6.12
Petrauskas         5602Vardenis7.04
Kazlauskas         5603Vardenis6.56
Navickas           5604Vardenis5.48
Petrauskas         5605Vardenis7.24
Butkus             5606Vardenis7.16
Kavaliauskas       5608Vardenis7.00
Butkus             5609Vardenis7.52
Petrauskas         5610Vardenis6.00
Navickas           5613Vardenis7.08
Petrauskas         5614Vardenis8.68
Navickas           5615Vardenis8.40
Urbonas            5616Vardenis5.20
Navickas           5618Vardenis7.36
Kavaliauskas       5619Vardenis8.48
Jankauskas         5620Vardenis7.20
Petrauskas         5622Vardenis6.40
Vasiliauskas       5624Vardenis8.56
Urbonas            5627Vardenis6.72
Vasiliauskas       5629Vardenis8.56
Vasiliauskas       5630Vardenis5.08
Urbonas            5633Vardenis6.76
Jankauskas         5634Vardenis5.44
Petrauskas         5635Vardenis7.84
Kazlauskas         5638Vardenis8.72
Butkus             5641Vardenis7.36
Urbonas            5642Vardenis7.76
Kavaliauskas       5644Vardenis8.16
Ramanauskas        5645Vardenis8.32
Navickas           5647Vardenis7.52
Butkus             5649Vardenis5.36
Petrauskas         5650Vardenis6.08
Kazlauskas         5651Vardenis5.68
Navickas           5653Vardenis5.56
Kavaliauskas       5655Vardenis7.04
Kavaliauskas       5657Vardenis6.24
Kavaliauskas       5658Vardenis5.32
Ramanauskas        5660Vardenis7.64
Kavaliauskas       5662Vardenis6.64
Pranevicius        5663Vardenis6.08
Kavaliauskas       5664Vardenis5.40
Kavaliauskas       5666Vardenis7.80
Ramanauskas        5668Vardenis5.52
Jankauskas         5669Vardenis6.44
Butkus             5670Vardenis6.76
Butkus             5672Vardenis6.04
Urbonas            5674Vardenis7.44
Kavaliauskas       5676Vardenis6.60
Kavaliauskas       5677Vardenis5.80
Jankauskas         5678Vardenis7.08
Kavaliauskas       5679Vardenis6.52
Butkus             5681Vardenis6.52
Ramanauskas        5682Vardenis6.64
Vasiliauskas       5683Vardenis5.84
Butkus             5684Vardenis7.44
Vasiliauskas       5687Vardenis5.48
Kavaliauskas       5689Vardenis6.24
Navickas           5690Vardenis6.84
Jankauskas         5691Vardenis6.72
Urbonas            5694Vardenis5.36
Kazlauskas         5695Vardenis7.68
Kazlauskas         5696Vardenis5.60
Butkus             5697Vardenis5.00
Urbonas            5699Vardenis8.20
Butkus             5700Vardenis7.80
Urbonas            5701Vardenis5.48
Kavaliauskas       5702Vardenis8.36
Kavaliauskas       5703Vardenis5.20
Urbonas            5704Vardenis7.00
Kavaliauskas       5706Vardenis6.00
Butkus             5709Vardenis5.60
Navickas           5711Vardenis7.64
Pranevicius        5714Vardenis8.88
Pranevicius        5715Vardenis5.00
Kavaliauskas       5716Vardenis7.20
Navickas           5717Vardenis7.28
Navickas           5719Vardenis6.76
Petrauskas         5720Vardenis7.72
Navickas           5722Vardenis5.64
Urbonas            5727Vardenis9.60
Urbonas            5728Vardenis7.16
Vasiliauskas       5732Vardenis6.04
Kazlauskas         5733Vardenis6.44
Urbonas            5734Vardenis7.20
Pranevicius        5735Vardenis8.16
Pranevicius        5736Vardenis8.00
Urbonas            5739Vardenis6.16
Urbonas            5742Vardenis7.96
Kazlauskas         5743Vardenis6.88
Ramanauskas        5744Vardenis5.56
Vasiliauskas       5745Vardenis8.32
Navickas           5746Vardenis7.76
Ramanauskas        5747Vardenis7.32
Pranevicius        5749Vardenis7.76
Jankauskas         5752Vardenis6.24
Butkus             5754Vardenis7.72
Ramanauskas        5755Vardenis5.16
Pranevicius        5757Vardenis5.88
Ramanauskas        5759Vardenis6.92
Kazlauskas         5761Vardenis7.28
Vasiliauskas       5763Vardenis5.00
Petrauskas         5764Vardenis7.56
Petrauskas         5765Vardenis7.48
Kazlauskas         5767Vardenis5.96
Vasiliauskas       5768Vardenis5.80
Pranevicius        5770Vardenis5.68
Butkus             5771Vardenis5.48
Kavaliauskas       5778Vardenis6.56
Vasiliauskas       5779Vardenis6.56
Pranevicius        5780Vardenis6.04
Ramanauskas        5781Vardenis8.56
Navickas           5782Vardenis6.40
Kazlauskas         5783Vardenis6.32
Vasiliauskas       5784Vardenis7.60
Butkus             5785Vardenis6.52
Vasiliauskas       5786Vardenis6.12
Petrauskas         5788Vardenis7.72
Jankauskas         5791Vardenis6.56
Urbonas            5792Vardenis5.40
Urbonas            5797Vardenis8.08
Vasiliauskas       5800Vardenis6.08
Navickas           5803Vardenis7.72
Navickas           5804Vardenis7.04
Ramanauskas        5805Vardenis7.48
Navickas           5807Vardenis6.60
Petrauskas         5809Vardenis6.96
Vasiliauskas       5811Vardenis7.20
Kazlauskas         5812Vardenis5.76
Kavaliauskas       5814Vardenis7.00
Urbonas            5816Vardenis7.24
Vasiliauskas       5818Vardenis7.24
Pranevicius        5819Vardenis7.40
Urbonas            5820Vardenis8.04
Vasiliauskas       5823Vardenis5.76
Navickas           5825Vardenis8.68
Navickas           5826Vardenis5.00
Navickas           5830Vardenis6.60
Petrauskas         5831Vardenis7.20
Butkus             5832Vardenis7.56
Kazlauskas         5833Vardenis7.04
Kavaliauskas       5834Vardenis7.60
Navickas           5838Vardenis6.48
Navickas           5839Vardenis5.48
Jankauskas         5840Vardenis6.52
Vasiliauskas       5841Vardenis6.76
Pranevicius        5842Vardenis5.28
Pranevicius        5844Vardenis7.48
Butkus             5845Vardenis5.92
Kavaliauskas       5846Vardenis5.36
Ramanauskas        5847Vardenis7.68
Kazlauskas         5848Vardenis8.16
Kavaliauskas       5849Vardenis6.76
Kavaliauskas       5850Vardenis7.24
Urbonas            5852Vardenis5.36
Ramanauskas        5855Vardenis7.00
Pranevicius        5856Vardenis7.92
Urbonas            5858Vardenis6.96
Petrauskas         5862Vardenis7.24
Kavaliauskas       5863Vardenis6.68
Kazlauskas         5864Vardenis5.56
Urbonas            5865Vardenis6.28
Petrauskas         5867Vardenis7.36
Ramanauskas        5869Vardenis7.16
Kavaliauskas       5870Vardenis6.32
Kavaliauskas       5871Vardenis6.00
Pranevicius        5872Vardenis5.00
Kazlauskas         5873Vardenis7.64
Urbonas            5874Vardenis6.88
Kazlauskas         5875Vardenis6.56
Navickas           5876Vardenis6.40
Kazlauskas         5877Vardenis5.12
Petrauskas         5878Vardenis7.72
Ramanauskas        5879Vardenis5.96
Butkus             5880Vardenis5.04
Ramanauskas        5881Vardenis8.08
Jankauskas         5882Vardenis5.40
Jankauskas         5883Vardenis8.08
Urbonas            5885Vardenis7.48
Petrauskas         5886Vardenis8.04
Pranevicius        5888Vardenis5.88
Urbonas            5890Vardenis6.92
Petrauskas         5891Vardenis8.24
Ramanauskas        5892Vardenis7.48
Vasiliauskas       5897Vardenis6.44
Vasiliauskas       5900Vardenis5.04
Kazlauskas         5903Vardenis5.36
Vasiliauskas       5904Vardenis6.20
Kazlauskas         5906Vardenis6.76
Petrauskas         5907Vardenis7.68
Ramanauskas        5908Vardenis5.20
Vasiliauskas       5909Vardenis5.56
Petrauskas         5911Vardenis5.92
Ramanauskas        5912Vardenis5.56
Ramanauskas        5913Vardenis5.56
Petrauskas         5914Vardenis6.04
Vasiliauskas       5916Vardenis5.76
Kazlauskas         5918Vardenis5.64
Pranevicius        5919Vardenis7.80
Petrauskas         5920Vardenis5.88
Pranevicius        5922Vardenis7.68
Pranevicius        5923Vardenis7.56
Kavaliauskas       5924Vardenis8.56
Navickas           5926Vardenis7.64
Butkus             5931Vardenis7.76
Butkus             5932Vardenis6.40
Butkus             5935Vardenis6.92
Kazlauskas         5936Vardenis5.32
Pranevicius        5938Vardenis6.96
Pranevicius        5939Vardenis5.92
Pranevicius        5940Vardenis5.48
Navickas           5942Vardenis5.36
Navickas           5943Vardenis5.60
Kavaliauskas       5946Vardenis8.16
Kazlauskas         5950Vardenis5.56
Urbonas            5953Vardenis6.20
Petrauskas         5955Vardenis6.80
Kavaliauskas       5956Vardenis7.68
Ramanauskas        5957Vardenis5.48
Kazlauskas         5958Vardenis5.48
Kazlauskas         5959Vardenis5.80
Petrauskas         5960Vardenis5.04
Navickas           5961Vardenis7.56
Kavaliauskas       5962Vardenis6.00
Vasiliauskas       5963Vardenis7.72
Vasiliauskas       5964Vardenis7.92
Navickas           5965Vardenis5.12
Kavaliauskas       5966Vardenis7.08
Vasiliauskas       5967Vardenis7.56
Vasiliauskas       5968Vardenis5.12
Pranevicius        5969Vardenis7.44
Vasiliauskas       5971Vardenis6.88
Kavaliauskas       5972Vardenis6.88
Kazlauskas         5974Vardenis6.52
Pranevicius        5975Vardenis8.48
Kavaliauskas       5976Vardenis6.72
Kavaliauskas       5977Vardenis6.12
Pranevicius        5979Vardenis6.12
Urbonas            5980Vardenis6.32
Butkus             5982Vardenis5.00
Urbonas            5983Vardenis5.28
Urbonas            5984Vardenis5.40
Urbonas            5985Vardenis7.44
Petrauskas         5986Vardenis7.00
Butkus             5987Vardenis6.16
Ramanauskas        5988Vardenis5.24
Navickas           5991Vardenis7.32
Vasiliauskas       5993Vardenis5.56
Kazlauskas         5996Vardenis6.60
Jankauskas         5997Vardenis6.12
Kazlauskas         6001Vardenis6.92
Pranevicius        6003Vardenis7.28
Petrauskas         6004Vardenis5.84
Urbonas            6005Vardenis7.80
Butkus             6007Vardenis8.40
Pranevicius        6009Vardenis6.60
Butkus             6010Vardenis8.36
Vasiliauskas       6012Vardenis6.88
Petrauskas         6014Vardenis5.60
Kazlauskas         6015Vardenis6.96
Pranevicius        6016Vardenis5.32
Kavaliauskas       6019Vardenis6.20
Ramanauskas        6020Vardenis6.80
Petrauskas         6021Vardenis7.84
Jankauskas         6023Vardenis6.32
Kazlauskas         6025Vardenis7.44
Urbonas            6026Vardenis7.60
Jankauskas         6029Vardenis5.12
Navickas           6033Vardenis8.24
Kavaliauskas       6036Vardenis7.68
Butkus             6042Vardenis6.60
Vasiliauskas       6043Vardenis6.88
Pranevicius        6044Vardenis7.36
Petrauskas         6045Vardenis6.20
Kazlauskas         6046Vardenis5.76
Urbonas            6047Vardenis5.04
Navickas           6048Vardenis7.00
Navickas           6050Vardenis8.12
Pranevicius        6054Vardenis8.04
Kavaliauskas       6056Vardenis7.00
Kavaliauskas       6060Vardenis5.56
Urbonas            6061Vardenis5.68
Jankauskas         6064Vardenis5.88
Urbonas            6065Vardenis5.12
Pranevicius        6067Vardenis7.36
Vasiliauskas       6068Vardenis6.36
Navickas           6069Vardenis5.00
Pranevicius        6070Vardenis6.64
Urbonas            6074Vardenis6.20
Ramanauskas        6075Vardenis7.80
Urbonas            6076Vardenis6.60
Navickas           6078Vardenis5.44
Ramanauskas        6079Vardenis5.48
Jankauskas         6080Vardenis6.68
Butkus             6086Vardenis5.92
Kavaliauskas       6088Vardenis8.80
Navickas           6093Vardenis5.32
Butkus             6094Vardenis6.60
Petrauskas         6095Vardenis5.08
Urbonas            6097Vardenis5.20
Navickas           6099Vardenis5.36
Vasiliauskas       6100Vardenis5.96
Navickas           6104Vardenis6.68
Petrauskas         6105Vardenis8.16
Kavaliauskas       6106Vardenis6.44
Butkus             6107Vardenis6.40
Urbonas            6108Vardenis8.28
Kazlauskas         6110Vardenis5.76
Jankauskas         6111Vardenis5.20
Petrauskas         6112Vardenis5.28
Ramanauskas        6113Vardenis9.04
Jankauskas         6114Vardenis6.00
Urbonas            6115Vardenis5.64
Urbonas            6117Vardenis7.32
Pranevicius        6119Vardenis6.04
Kavaliauskas       6121Vardenis5.80
Pranevicius        6123Vardenis8.28
Butkus             6124Vardenis5.32
Butkus             6127Vardenis5.36
Petrauskas         6128Vardenis7.60
Urbonas            6129Vardenis5.20
Vasiliauskas       6131Vardenis5.44
Pranevicius        6132Vardenis5.80
Butkus             6135Vardenis5.32
Petrauskas         6136Vardenis6.76
Jankauskas         6142Vardenis7.40
Urbonas            6143Vardenis6.56
Navickas           6145Vardenis6.72
Kazlauskas         6146Vardenis6.04
Kavaliauskas       6149Vardenis6.68
Petrauskas         6152Vardenis7.72
Navickas           6153Vardenis8.00
Navickas           6155Vardenis7.96
Butkus             6156Vardenis6.60
Petrauskas         6157Vardenis6.48
Kavaliauskas       6158Vardenis6.84
Jankauskas         6159Vardenis6.44
Petrauskas         6160Vardenis8.12
Butkus             6162Vardenis7.24
Navickas           6163Vardenis7.68
Vasiliauskas       6164Vardenis6.28
Ramanauskas        6168Vardenis6.04
Butkus             6172Vardenis6.84
Kavaliauskas       6174Vardenis5.32
Kazlauskas         6175Vardenis6.96
Petrauskas         6176Vardenis7.92
Vasiliauskas       6179Vardenis7.88
Navickas           6182Vardenis5.56
Kavaliauskas       6183Vardenis7.08
Ramanauskas        6184Vardenis5.52
Jankauskas         6185Vardenis5.96
Butkus             6186Vardenis7.80
Kavaliauskas       6187Vardenis5.88
Jankauskas         6189Vardenis6.04
Navickas           6193Vardenis7.16
Jankauskas         6194Vardenis5.00
Urbonas            6195Vardenis6.68
Urbonas            6196Vardenis6.80
Petrauskas         6199Vardenis6.56
Ramanauskas        6200Vardenis6.20
Pranevicius        6201Vardenis5.52
Vasiliauskas       6202Vardenis6.84
Urbonas            6204Vardenis7.60
Pranevicius        6205Vardenis7.04
Pranevicius        6206Vardenis7.68
Butkus             6207Vardenis6.64
Butkus             6208Vardenis5.80
Pranevicius        6211Vardenis8.12
Pranevicius        6213Vardenis5.44
Jankauskas         6214Vardenis7.84
